Hour,Zone0_t_eft,Zone1_t_eft,Zone2_t_eft,Zone3_t_eft,Zone4_t_eft,Zone5_t_eft,GHX0_t_eft,GHX0_t_mean,GHX0_q_ghe,GHX0_t_exit,GHX1_t_eft,GHX1_t_mean,GHX1_q_ghe,GHX1_t_exit,GHX2_t_eft,GHX2_t_mean,GHX2_q_ghe,GHX2_t_exit
110,6.49008583,9.24760250,8.76284196,8.76672432,8.74439513,8.35891828,8.26939484,6.97774844,-5.66167303,5.68610205,6.97774844,6.40615830,-2.50545081,5.83456816,6.67290037,6.28115493,-1.71713760,5.88940949
111,6.55962546,9.32404947,8.87350367,8.85392852,8.83285662,8.45386398,8.35370176,7.07247536,-5.73633154,5.79124896,7.07247536,6.47601100,-2.67050174,5.87954664,6.75436103,6.33707052,-1.86830112,5.91978001
112,6.63645020,9.48012101,9.09288104,9.09333220,9.06581465,8.69197058,8.57411334,7.19582739,-6.12308155,5.81754144,7.19582739,6.54750216,-2.88020655,5.89917694,6.85005394,6.39233165,-2.03344662,5.93460936
113,6.66689653,9.54516007,9.26982765,9.26309987,9.24414971,8.86490476,8.69530281,7.24721509,-5.90802519,5.79912736,7.24721509,6.57454944,-2.74439562,5.90188379,6.88846007,6.41368106,-1.93704175,5.93890205
114,6.15049523,6.17126032,5.67841159,4.98927822,4.95549814,4.18122381,3.75159172,6.02513175,4.19250953,8.29867178,6.02513175,6.21347088,0.34730578,6.40181001,6.12557929,6.17897060,0.09845597,6.23236192
115,6.00918500,6.22581416,5.78063002,5.11898053,5.09579027,4.39101868,4.02041018,5.76707044,3.56076585,7.51373071,5.76707044,6.08373231,0.64555126,6.40039417,5.93595677,6.09287440,0.31989446,6.24979203
116,5.89175967,5.80355424,5.39413415,4.66729165,4.64372299,3.98574173,3.67356566,5.53621769,4.11796593,7.39886972,5.53621769,5.98263770,0.98694890,6.42905770,5.77430836,6.02598974,0.55641920,6.27767113
117,5.83339977,5.72669829,5.37937980,4.61825377,4.60482554,3.92708168,3.67189502,5.43912803,3.89978241,7.20636105,5.43912803,5.92613213,1.07468001,6.41313622,5.69886355,5.98715546,0.63617854,6.27544737
118,5.85773824,5.53904457,5.03480694,5.03480694,5.01968090,3.93449605,3.60328973,5.49584330,2.80401225,7.38839686,5.49584330,5.94509920,0.66561872,6.39435511,5.73544645,5.99750030,0.38825966,6.25955415
119,5.84274532,5.44442435,4.95038081,4.95038081,4.93601732,3.79511741,3.61421115,5.46884517,2.80033358,7.32347919,5.46884517,5.93131799,0.69829311,6.39379080,5.71549734,5.98817159,0.41171403,6.26084583
120,5.81800245,5.34299502,4.87756793,4.84120354,4.82730286,3.68491629,3.63305036,5.42424711,2.87378276,7.21544387,5.42424711,5.90833225,0.77666259,6.39241738,5.68242585,5.97294714,0.46611020,6.26346844
121,5.78588641,5.30891615,4.87994443,4.74963885,4.73716379,3.65168066,3.62469802,5.36653087,3.03428698,7.10836372,5.36653087,5.87854360,0.89193032,6.39055632,5.63960432,5.95306594,0.54605269,6.26652756
122,5.75267107,5.25965294,4.85916919,4.66579298,4.65386985,3.61753501,3.60689967,5.30897535,3.17474797,7.01105104,5.30897535,5.84715410,1.00382251,6.38533284,5.59600402,5.93171913,0.62618301,6.26743424
123,5.72261230,5.20922858,4.82515443,4.61245408,4.60110563,3.59368587,3.58347601,5.25884201,3.25464548,6.93420801,5.25884201,5.81826452,1.08676071,6.37768704,5.55720068,5.91165416,0.68857813,6.26610763
124,5.70193704,5.27424343,4.88869185,4.61286814,4.60155694,3.59295059,3.56867574,5.22677067,3.20937169,6.88486560,5.22677067,5.79773185,1.10513976,6.36869303,5.53128330,5.89696988,0.70781481,6.26265646
125,5.31841749,3.93519233,3.79727027,3.69721331,3.69175126,3.34049591,3.29307639,4.66728420,7.38182011,6.04149201,4.66728420,5.41407570,4.01153341,6.16086720,5.06557300,5.60738262,2.91043403,6.14919225
126,5.44643927,6.20262821,6.05065861,4.92618791,4.92078249,4.55564354,4.38034791,5.01499210,3.13897270,5.64963628,5.01499210,5.49546124,2.37641745,5.97593038,5.27124231,5.64666436,1.85685084,6.02208642
127,5.69677191,7.23649560,6.98356893,6.27408569,6.26276583,5.90309802,5.72003193,5.55829968,-0.82114633,5.39656743,5.55829968,5.69369376,0.68742225,5.82908783,5.63050985,5.77249997,0.72091163,5.91449008
128,5.90210589,7.87914031,7.53454465,7.17924152,7.15779624,6.73114284,6.53462275,5.95006786,-2.66841265,5.36551297,5.95006786,5.87085703,-0.36158655,5.79164619,5.90782208,5.89557310,-0.05591492,5.88332412
129,6.04313654,8.22568044,7.82984678,7.57261693,7.54911303,7.12834105,6.95425389,6.19952655,-3.41680558,5.44479920,6.19952655,5.99854212,-0.90989773,5.79755770,6.09233485,5.98690990,-0.47728039,5.88148495
130,6.15548785,8.45839913,7.99564742,7.80821897,7.78437756,7.38200962,7.22581299,6.38642823,-3.84324466,5.54704347,6.38642823,6.10346547,-1.29558594,5.82050272,6.23551476,6.06402853,-0.78517455,5.89254229
131,6.27208032,8.73524295,8.24167378,8.14211912,8.11344997,7.71745741,7.58970665,6.58809164,-4.52633105,5.58647663,6.58809164,6.20938105,-1.71140559,5.83067045,6.38611266,6.14175766,-1.10424823,5.89740266
132,6.38963615,9.00430095,8.57042418,8.50631828,8.47145608,8.08005946,7.96705594,6.79215801,-5.24101216,5.61726007,6.79215801,6.31575299,-2.12515862,5.83934798,6.53807533,6.21999136,-1.41891642,5.90190739
133,6.48889431,9.21192761,8.70939704,8.73714968,8.70381939,8.31610695,8.21522744,6.95336897,-5.61470973,5.69151049,6.95336897,6.40872180,-2.42343796,5.86407464,6.66289048,6.29004155,-1.65901214,5.91719262
134,6.57268507,9.33936405,8.86736441,8.86071558,8.83896829,8.45508295,8.36789467,7.07892926,-5.81423359,5.78996385,7.07892926,6.49001958,-2.65643935,5.90110990,6.76484410,6.35307476,-1.85739904,5.94130542
135,6.64549169,9.43911395,8.99720118,8.97933297,8.95867401,8.58358577,8.48532240,7.18325320,-5.95673890,5.88118400,7.18325320,6.56167560,-2.84360883,5.94009800,6.85174515,6.40977344,-2.02194325,5.96780174
136,6.72309540,9.60301898,9.22165602,9.22509575,9.19798224,8.83214077,8.71603232,7.30993130,-6.35646287,5.90383028,7.30993130,6.63337078,-3.05848000,5.95681026,6.94909902,6.46480555,-2.18931173,5.98051209
137,6.75455894,9.69164763,9.41853955,9.42214208,9.40333812,9.03939304,8.87112358,7.36871891,-6.19473527,5.86631424,7.36871891,6.65986658,-2.92274953,5.95101425,6.99066433,6.48472421,-2.08609915,5.97878409
138,6.22450247,6.28538742,5.76374808,5.07634622,5.04063213,4.26678987,3.81186830,6.13071550,4.04784642,8.44956270,6.13071550,6.28536535,0.26996123,6.44001520,6.21319542,6.23742481,0.04229552,6.26165420
139,6.08111877,6.34840399,5.88640997,5.24431361,5.22025364,4.53749538,4.15269251,5.87205112,3.38480989,7.59140973,5.87205112,6.15300105,0.55309120,6.43395099,6.02189109,6.14880756,0.24985371,6.27572403
140,5.96287804,5.89547319,5.46020700,4.73593750,4.71082648,4.06354199,3.73161652,5.63618081,3.96892021,7.54074511,5.63618081,6.05288369,0.86836683,6.46958656,5.85842235,6.08225598,0.46644676,6.30608962
141,5.89553933,5.79802987,5.44193088,4.67726856,4.66356728,3.99229053,3.73057175,5.52182914,3.86239641,7.31308653,5.52182914,5.98858413,1.00643984,6.45533913,5.77076514,6.03813841,0.57652326,6.30551168
142,5.90438907,5.56395207,5.07830266,5.07830266,5.06373152,3.97502702,3.65597179,5.55146332,2.92107499,7.44695485,5.55146332,5.99337092,0.68100818,6.43527852,5.78714738,6.03837958,0.38716506,6.28961178
143,5.87090215,5.43878975,4.99752792,4.96996446,4.95711937,3.82198363,3.66038304,5.49032712,3.09889033,7.32027120,5.49032712,5.96289026,0.80025470,6.43545340,5.74236080,6.01780656,0.46644934,6.29325233
144,5.81799356,5.34454061,4.96894621,4.78567455,4.77445782,3.70576541,3.66389419,5.39630372,3.44848957,7.12871326,5.39630372,5.91350812,1.02953369,6.43071252,5.67214607,5.98467642,0.62211482,6.29720676
145,5.75881017,5.29108261,4.96144140,4.65871300,4.64897642,3.65298288,3.63224724,5.29665992,3.77789796,6.96107260,5.29665992,5.85680398,1.27141972,6.41694804,5.59540342,5.94556073,0.79479003,6.29571805
146,5.69148619,5.22622691,4.93744177,4.52166081,4.51321637,3.59323474,3.58556963,5.18909014,4.15320075,6.79261066,5.18909014,5.79094184,1.55882690,6.39279354,5.51007772,5.89881015,1.00683704,6.28754259
147,5.61472777,5.15800294,4.90506195,4.37738507,4.36990307,3.53161707,3.52489954,5.07272387,4.57258905,6.62054820,5.07272387,5.71457340,1.89615456,6.35642294,5.41504362,5.84293822,1.26408800,6.27083282
148,5.55108251,5.09119854,4.85376195,4.29675294,4.28981571,3.48496219,3.47000927,4.98225947,4.75470762,6.49450967,4.98225947,5.65011561,2.09982492,6.31797174,5.33844941,5.79409176,1.43259769,6.24973411
149,5.46371080,5.01773105,4.80741683,4.17162170,4.16332965,3.44987523,3.37796801,4.85793459,5.25503492,6.33790118,4.85793459,5.56226320,2.50091553,6.26659181,5.23357652,5.72672141,1.75104874,6.21986630
150,5.13943162,5.06355802,4.94111008,3.68986275,3.68548641,3.27773806,3.13661107,4.44371263,7.97631917,5.75081420,4.44371263,5.22832786,4.78795349,6.01294309,4.86217409,5.45629737,3.62551546,6.05042065
151,4.72908930,3.80206211,3.71517981,3.14189787,3.13762233,2.84412063,2.73709369,3.96612355,10.48247965,5.19515342,3.96612355,4.80590241,7.16253126,5.64568127,4.41400561,5.08918494,5.75865058,5.76436426
152,5.01197438,4.82243180,4.61095641,3.87414673,3.86452526,3.33830250,3.15752749,4.35122984,5.80862430,5.54493220,4.35122984,5.08726785,3.58160328,5.82330586,4.74378345,5.31847831,2.79649823,5.89317316
153,5.20637871,5.62967633,5.25553718,4.45930863,4.44142838,3.72084032,3.49774117,4.62746673,3.91424996,5.75719228,4.62746673,5.27776093,2.25312601,5.92805512,4.97429030,5.47162261,1.72314681,5.96895493
154,5.35194081,6.24676466,5.80264410,5.18365999,5.16728518,4.48489151,4.28348379,4.91692138,2.21377894,5.55035897,4.91692138,5.39688667,1.67741396,5.87685196,5.17290287,5.55655560,1.34081456,5.94020833
155,5.46495777,6.59876572,6.14479261,5.59570718,5.57597221,4.91351881,4.74757565,5.13206521,1.31751521,5.51655476,5.13206521,5.49349198,1.23848688,5.85491875,5.32482615,5.62510820,1.02896467,5.92539025
156,5.57905935,6.98131858,6.53210416,6.04592270,6.02845736,5.42097334,5.27659718,5.35758222,0.27881433,5.43856726,5.35758222,5.58883188,0.79614357,5.82008153,5.48091537,5.69122390,0.72404772,5.90153243
157,5.68904835,7.32635387,6.87404861,6.47672842,6.45977866,5.87555769,5.74619841,5.57034333,-0.60257846,5.39448826,5.57034333,5.68231931,0.38369270,5.79429528,5.63006385,5.75645922,0.43310165,5.88285458
158,5.76167888,7.45209035,7.02427589,6.58161349,6.56841936,6.02443096,5.91713402,5.69659651,-0.79833944,5.47605900,5.69659651,5.74912469,0.19015051,5.80165288,5.72461154,5.80404154,0.28753432,5.88347155
159,5.58861599,5.96776085,5.40300383,4.75130767,4.73578125,3.98495909,3.82381479,5.19979342,3.74139278,6.57577204,5.19979342,5.65294124,1.23214414,6.10608907,5.44147226,5.75678026,0.85734695,6.07208826
160,5.51920898,6.01370717,5.56499712,4.82218249,4.80915809,4.17152067,4.02209533,5.09327822,3.66565163,6.16446111,5.09327822,5.58248994,1.67411163,6.07170166,5.35419114,5.70780080,1.21007332,6.06141047
161,5.41999202,5.57594883,5.20587116,4.27949350,4.27144484,3.62698744,3.42927643,4.87942694,4.93456797,6.32957746,4.87942694,5.50446616,2.12688163,6.12950538,5.21278119,5.65680440,1.51092089,6.10082761
162,5.51742852,5.42233755,5.03796277,4.93551411,4.92178365,3.78452477,3.37789942,5.01908422,3.19440917,6.66026901,5.01908422,5.60223751,1.13505208,6.18539079,5.33009930,5.73151905,0.78132512,6.13293879
163,5.46860891,5.34844713,5.06050515,4.55878851,4.54830922,3.65313312,3.36283999,4.92510073,4.06046484,6.48736147,4.92510073,5.55898066,1.64751445,6.19286058,5.26317002,5.70339620,1.14418987,6.14362238
164,5.37714903,4.98477880,4.75643602,4.22009012,4.21180111,3.46177028,3.25076412,4.77674202,4.99106292,6.30271992,4.77674202,5.47138368,2.27198587,6.16602534,5.14721757,5.63992785,1.61152267,6.13263812
165,5.27323547,4.87611381,4.68633025,3.99714497,3.98904146,3.32915868,3.18597095,4.63267768,5.68660132,6.07938441,4.63267768,5.36594545,2.88227143,6.09921322,5.02375383,5.55835735,2.10137760,6.09296088
166,5.20803690,4.75401054,4.57416475,3.92927753,3.92397281,3.24876406,3.13042892,4.54834954,5.87328515,5.96627016,4.54834954,5.29899462,3.10930848,6.04963970,4.94869359,5.50442925,2.30195822,6.06016492
167,5.10594045,4.66701619,4.51151983,3.74701995,3.74242751,3.11517298,3.05822964,4.42038236,6.52651602,5.78253508,4.42038236,5.19370991,3.70526339,5.96703745,4.83282372,5.41807386,2.80412348,6.00332400
168,5.06147730,4.57227020,4.41672362,3.71428524,3.71025464,3.04558380,3.02825298,4.37086713,6.43862190,5.71348128,4.37086713,5.14701244,3.72207174,5.92315775,4.78481130,5.37766701,2.84309069,5.97052273
169,4.95247701,4.48764202,4.35098376,3.54790276,3.54432911,2.94045792,2.93185857,4.23921047,7.13094075,5.54656237,4.23921047,5.03496689,4.34044717,5.83072330,4.66361389,5.28260628,3.37628914,5.90159866
170,4.91573842,4.40680713,4.26688828,3.54173473,3.53810750,2.90230271,2.89858556,4.20016402,6.92471895,5.50174249,4.20016402,4.99675691,4.23807093,5.79334979,4.62501356,5.24799539,3.31441721,5.87097722
171,4.79483645,4.31376835,4.19124412,3.36484562,3.36164917,2.79051633,2.78726319,4.05743769,7.71571714,5.32761220,4.05743769,4.87271661,4.95243879,5.68799552,4.49225311,5.14064598,3.93868395,5.78903884
172,4.75194240,4.23191391,4.10686931,3.35225331,3.34900695,2.75472551,2.74685612,4.01196580,7.53118570,5.27707548,4.01196580,4.82843739,4.86044749,5.64490898,4.44741731,5.09997107,3.88464620,5.75252482
173,4.61109595,4.12792700,4.01877899,3.16953314,3.16560566,2.64425935,2.60693295,3.84819658,8.45882573,5.08946022,3.84819658,4.68444605,5.69878008,5.52069551,4.29419630,4.97326698,4.62765559,5.65233767
174,4.60926783,4.25298607,4.13552060,3.32494677,3.32189029,2.76384858,2.62805975,3.85716436,7.78140947,5.08626898,3.85716436,4.68120915,5.21699277,5.50525393,4.29665491,4.96653974,4.24101259,5.63642457
175,4.51980636,4.24721726,4.13973719,3.20864609,3.20583311,2.69119516,2.55921134,3.76094087,8.31673198,4.96267039,3.76094087,4.58872329,5.72878044,5.41650572,4.20242483,4.88252810,4.70674686,5.56263138
176,4.62299179,4.38082138,4.20517167,3.43520493,3.43178292,2.81254287,2.65662204,3.88809921,6.93473143,5.11957639,3.88809921,4.69405317,4.53851225,5.50000713,4.31794132,4.97162090,3.68102017,5.62530048
177,4.68739206,4.49302696,4.25351802,3.49990078,3.49612379,2.86034298,2.71097809,3.96421642,6.45944417,5.21745476,3.96421642,4.76029854,4.10316845,5.55638066,4.38879356,5.02864750,3.29793679,5.66850144
178,4.77028130,4.61637769,4.29054247,3.62852060,3.62426463,2.93898221,2.78529753,4.06412826,5.80758236,5.34295899,4.06412826,4.84508515,3.54657684,5.62604204,4.48063861,5.10130152,2.81863025,5.72196443
179,4.76910004,4.67011215,4.36149799,3.54531180,3.54022929,2.91632794,2.79913130,4.06168063,6.05668074,5.32422996,4.06168063,4.84361636,3.75108911,5.62555208,4.47871302,5.10097092,2.98508529,5.72322882
180,4.83094078,4.77248879,4.42873851,3.65516087,3.64954248,2.98584795,2.87210739,4.14133950,5.46921259,5.41057161,4.14133950,4.90578047,3.29403120,5.67022144,4.54904135,5.15311156,2.60298203,5.75718176
181,4.86857991,4.90102608,4.54676851,3.68487207,3.67725840,3.02854195,2.92436797,4.18946833,5.29449185,5.45456869,4.18946833,4.94351510,3.15571364,5.69756187,4.59162661,5.18509797,2.48369964,5.77856934
182,4.96499797,5.09417133,4.66961252,3.90853295,3.90149782,3.14919686,3.03993668,4.31666941,4.46371757,5.59340214,4.31666941,5.04006888,2.52915184,5.76346835,4.70248246,5.26501569,1.96673071,5.82754892
183,4.95647149,5.02259318,4.63916904,3.80764992,3.80262517,3.11382915,3.00107943,4.29460642,5.00456379,5.58813341,4.29460642,5.03369054,2.85946382,5.77277466,4.68878462,5.26239934,2.21927450,5.83601406
184,4.88434343,4.77866214,4.45235278,3.64124642,3.63701341,3.00868213,2.89674063,4.19210733,5.88178821,5.48747403,4.19210733,4.96262169,3.49862497,5.73313606,4.60304832,5.20582355,2.73698269,5.80859878
185,4.68110529,4.38868675,4.18584788,3.25699604,3.25378661,2.77555493,2.66536454,3.93484874,7.71974146,5.20433294,3.93484874,4.75708365,5.00001570,5.57931856,4.37337403,5.03279815,4.00996227,5.69222228
186,4.61780717,4.19379535,4.07082421,3.21968011,3.21653456,2.73363803,2.60344522,3.86429316,7.62419026,5.12514109,3.86429316,4.69193667,5.00465713,5.51958018,4.30570303,4.97449761,4.04411746,5.64329220
187,4.48151431,4.09070960,3.98309389,3.03264262,3.02979822,2.59262277,2.48403390,3.71081616,8.47794852,4.93759842,3.71081616,4.55180054,5.81180740,5.39278491,4.15934116,4.84971218,4.77096073,5.54008321
188,4.42787770,3.93484880,3.82613722,2.97939532,2.97661163,2.51735394,2.41680981,3.65093617,8.43168003,4.88506252,3.65093617,4.49755056,5.78415784,5.34416495,4.10246384,4.79977925,4.76413162,5.49709466
189,4.28819053,3.83272219,3.73681001,2.79494085,2.79147243,2.36851621,2.29607827,3.49812593,9.29490559,4.70017360,3.49812593,4.35404896,6.61847606,5.20997198,3.95461821,4.66941603,5.52721697,5.38421385
190,4.25998078,3.75543831,3.65610647,2.80530083,2.80270728,2.33770480,2.27234533,3.47275701,8.96217865,4.67316869,3.47275701,4.32503597,6.36304734,5.17731494,3.92730579,4.64018077,5.32226825,5.35305576
191,4.12130941,3.65199466,3.56380714,2.62293016,2.62063316,2.18364946,2.15135667,3.32375161,9.85893684,4.49614655,3.32375161,4.18282717,7.22416255,5.04190272,3.78192524,4.50917704,6.11562645,5.23642883
192,4.11981947,3.59400399,3.50038323,2.65611253,2.65337786,2.16833359,2.15789755,3.32963948,9.28937381,4.50138141,3.32963948,4.18102463,6.74963892,5.03240979,3.78371156,4.50394279,5.70987254,5.22417401
193,3.99004963,3.49638588,3.41239846,2.48953094,2.48706605,2.04123549,2.03594525,3.18946473,10.17832429,4.34298421,3.18946473,4.04855043,7.58032527,4.90763613,3.64764377,4.38137062,6.47419484,5.11509747
194,3.98874710,3.44695169,3.35818971,2.52261826,2.52000023,2.03971755,2.03736105,3.19356147,9.65300939,4.34976188,3.19356147,4.04727527,7.12757687,4.90098907,3.64887549,4.37717178,6.08047777,5.10546808
195,3.85930635,3.35409889,3.27395180,2.35850506,2.35617366,1.91628441,1.91415885,3.05422689,10.54349505,4.19429492,3.05422689,3.91533721,7.96365847,4.77644754,3.51348573,4.25452992,6.85327145,4.99557410
196,3.88978186,3.37629118,3.28914794,2.43712355,2.43454776,1.95190113,1.94641693,3.09294874,9.75281280,4.23948056,3.09294874,3.94650626,7.26066786,4.80006379,3.54817942,4.28018464,6.22670020,5.01218986
197,2.49338338,1.22813211,1.19149198,0.75918232,0.75775694,0.55467220,0.54206790,1.61233225,21.32242538,2.68259661,1.61233225,2.53141607,18.31051920,3.45049988,2.10251029,2.94009548,16.68685662,3.77768068
198,2.38241454,1.82789015,1.78763830,0.82537871,0.82391463,0.60558587,0.55900356,1.55297347,18.09860727,2.54694339,1.55297347,2.41529308,15.70146507,3.27761268,2.01287726,2.80474285,14.41860977,3.59660844
199,3.00539569,2.67250712,2.56222922,1.65166470,1.64678072,1.28919149,1.20950256,2.22281248,11.52194747,3.23612241,2.22281248,3.04556526,9.35519722,3.86831803,2.66161396,3.39828910,8.37644239,4.13496424
200,3.45643790,3.21926805,3.03271038,2.25317121,2.24155082,1.75837443,1.65227106,2.70450322,8.65903879,3.75673537,2.70450322,3.50351185,6.57520942,4.30252049,3.13064116,3.82877703,5.74510632,4.52691290
201,3.81724105,3.73858852,3.45756437,2.76103047,2.74440358,2.15833843,2.03520901,3.10409699,6.66230189,4.17298497,3.10409699,3.86866499,4.76549735,4.63323300,3.51186659,4.16624043,4.07866502,4.82061426
202,4.08771165,4.25089801,3.84109317,3.16477313,3.14369161,2.47405466,2.33644754,3.41109095,5.44233659,4.48573436,3.41109095,4.14176726,3.70037761,4.87244357,3.80078498,4.41562784,3.11376010,5.03047070
203,4.30727193,4.76068566,4.25437265,3.54086152,3.51157363,2.77475444,2.64456941,3.67594088,4.45711220,4.70731235,3.67594088,4.36047017,2.95822014,5.04499946,4.04102317,4.61155622,2.46558092,5.18208927
204,4.48163107,5.14864136,4.71541667,3.99951605,3.96490815,3.27101205,3.15891239,3.93810944,3.41890289,4.71730650,3.93810944,4.52168072,2.56055063,5.10525199,4.24934746,4.74709806,2.18399308,5.24484867
205,4.65298929,5.55908408,5.04704600,4.48000165,4.44613051,3.75593985,3.65376981,4.20334694,2.36032029,4.75292407,4.20334694,4.67975198,2.04606127,5.15615702,4.45742963,4.87648604,1.79976078,5.29554246
206,4.78589698,5.81734516,5.34003234,4.77633391,4.75449454,4.07373495,3.98605580,4.40401421,1.83501032,4.82197261,4.40401421,4.80437727,1.75775949,5.20474033,4.61754117,4.97830363,1.58389644,5.33906608
207,4.88844647,5.99797172,5.56692324,4.98580302,4.96567258,4.31256623,4.21722740,4.55584795,1.56411690,4.89446849,4.55584795,4.90172026,1.59761341,5.24759257,4.74031318,5.05774165,1.46622891,5.37517012
208,4.99156723,6.19705480,5.83881320,5.24815556,5.22280806,4.58917453,4.48067361,4.71345975,1.10363218,4.94624590,4.71345975,4.99843485,1.35105844,5.28340995,4.86544647,5.13570523,1.28128873,5.40596399
209,5.06944138,6.24847481,6.00158198,5.36329907,5.34640030,4.70644007,4.55515538,4.80660259,1.12970783,5.05804981,4.80660259,5.07744406,1.21684278,5.34828553,4.95105138,5.20474423,1.13979707,5.45843708
210,4.83790907,4.62040584,4.40344343,3.55788336,3.54292792,2.88592304,2.69648140,4.22051761,6.35214118,5.74455382,4.22051761,4.91815702,2.90774198,5.61579644,4.59259196,5.11827147,2.19101780,5.64395098
211,4.79285285,4.64246041,4.42815115,3.58001615,3.56885540,2.91487334,2.73628432,4.13804053,5.91265976,5.53979673,4.13804053,4.87348532,3.10213347,5.60893012,4.53027775,5.09293867,2.37332467,5.65559960
212,4.71735059,4.44155076,4.24912949,3.40535709,3.39435798,2.80047213,2.65360553,4.02399525,6.43246856,5.39438497,4.02399525,4.79830201,3.63451641,5.57260878,4.43695886,5.03779828,2.82027853,5.63863770
213,4.69999557,4.38949415,4.22812693,3.38454102,3.37822796,2.77964007,2.66081871,3.99808107,6.33187872,5.33534342,3.99808107,4.77931351,3.69910140,5.56054595,4.41473837,5.02600379,2.89431503,5.63726922
214,4.86238325,4.28576470,4.05626379,3.84674959,3.83991185,2.93218678,2.78115487,4.20132740,4.61450310,5.62149993,4.20132740,4.94377472,2.41240085,5.68622203,4.59729930,5.16533633,1.84569732,5.73337336
215,4.83912028,4.30259446,4.11236371,3.64227014,3.63673274,2.85652783,2.78680270,4.15797901,5.37341359,5.52915532,4.15797901,4.92093274,2.98988973,5.68388648,4.56488767,5.15252898,2.30286930,5.74017030
216,4.79744441,4.27204696,4.10030727,3.51708440,3.51199135,2.78897002,2.76981032,4.10172118,5.78399807,5.43363205,4.10172118,4.87776647,3.37007868,5.65381175,4.51561200,5.11953858,2.62263059,5.72346516
217,4.76799614,4.22853865,4.06291102,3.46379552,3.45898861,2.75748963,2.74706381,4.06378202,5.93197887,5.38050023,4.06378202,4.84721890,3.52948033,5.63065578,4.48161502,5.09528885,2.76467671,5.70896267
218,4.72771768,4.19031607,4.03334059,3.38688087,3.38222590,2.71765479,2.71349441,4.01362850,6.18125770,5.31376260,4.01362850,4.80570123,3.76576975,5.59777396,4.43606729,5.06103241,2.97128619,5.68599754
219,4.70597190,4.15153408,3.99580000,3.35903995,3.35452930,2.69775893,2.69362951,3.98762131,6.19733472,5.28161311,3.98762131,4.78314624,3.81001976,5.57867118,4.41190127,5.04205261,3.01799344,5.67220395
220,4.69341287,4.20355009,4.04754482,3.34783747,3.34319976,2.69407563,2.68425139,3.97319995,6.15980956,5.26214851,3.97319995,4.76997668,3.80774928,5.56675342,4.39814754,5.03085897,3.02369081,5.66357040
221,3.84571702,2.45144527,2.38863940,2.11915160,2.11667351,1.86249855,1.84088587,3.00582584,13.68113657,4.17076582,3.00582584,3.90493636,10.55921687,4.80404688,3.48535145,4.25756339,9.06891104,5.02977533
